accession	length	begin	end	type	collection_date	country	host	mol_type	strain	pubmed	organism	location_details	host_details	country_code	continent	sub-region	region	int-region	location	host_type
KY241699	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241698	10272	0	10272	Asian	26-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241697	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241696	10272	0	10272	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241695	10272	0	10272	Asian	20-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241694	10272	0	10272	Asian	19-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241693	10272	0	10272	Asian	15-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241692	10272	0	10272	Asian	14-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241691	10272	0	10272	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241690	10272	0	10272	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241689	10272	0	10272	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241688	10272	0	10272	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241687	10272	0	10272	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241686	10272	0	10272	Asian	12-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241685	10272	0	10272	Asian	12-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241684	10272	0	10272	Asian	08-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241683	10272	0	10272	Asian	08-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241682	10272	0	10272	Asian	08-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241681	10272	0	10272	Asian	08-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241680	10272	0	10272	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241679	10272	0	10272	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241678	10272	0	10272	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241677	10272	0	10272	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241676	10272	0	10272	Asian	06-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241675	10272	0	10272	Asian	06-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241674	10272	0	10272	Asian	05-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241673	10272	0	10272	Asian	04-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY241671	10272	0	10272	Asian	04-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
MF036115	10272	0	10272	Asian	02-Nov-2016	China	Homo sapiens	genomic RNA	Zika virus/Homo sapiens/ZIKV-CCMU01/2016		Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KX986761	10005	267	10272	Asian	Feb-2016	Brazil	Culex quinquefasciatus	genomic RNA			Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	monkey
KX986760	10014	258	10272	Asian	Feb-2016	Brazil	Culex quinquefasciatus	genomic RNA			Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	monkey
KY989511	10272	1	10260	African	1947	Uganda		genomic RNA	MR 766		Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	
KY989971	10272	0	10272	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA			Zika virus			COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY967711	10272	0	10272	Asian	01-Nov-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KX051562	10272	0	10272	Asian	16-Jan-2015	Thailand	Homo sapiens	genomic RNA			Zika virus			THA	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KX051561	10272	0	10272	Asian	21-Sep-2013	Thailand	Homo sapiens	genomic RNA			Zika virus			THA	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KX051560	10272	0	10272	Asian	09-Jul-2013	Thailand	Homo sapiens	genomic RNA			Zika virus			THA	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KY927808	10272	0	10272	Asian	Sep-2016	China	Homo sapiens	genomic RNA	ZZ-1		Zika virus	Henan		CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KY648934	10272	0	10272	Asian	2016	Mexico	Aedes aegypti	genomic RNA	ZIKV/Aedes aegypti/MEX/MEX_I-44/2016		Zika virus	Chiapas		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	mosquito
KX013000	10272	0	10272	Asian	17-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU997667	10272	0	10272	Asian	16-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KX806557	10272	0	10272	Asian	Feb-2016	Australia	Homo sapiens	genomic RNA			Zika virus			AUS	Oceania	Australia and New Zealand	Oceania	Australia and New Zealand	Oceania	human
KY765327	10272	0	10272	Asian	22-Apr-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/5005_13A1_SP/2016		Zika virus	Managua	M;11 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY765326	10272	0	10272	Asian	30-Jun-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/6188_13A1_SP/2016		Zika virus	Managua	M;8 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY765325	10272	0	10272	Asian	22-Apr-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/5005_13A1/2016		Zika virus	Managua	M;11 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY765324	10272	0	10272	Asian	07-Jul-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/8610_13A1/2016		Zika virus	Managua	F;2 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY765323	10272	0	10272	Asian	30-Jun-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/6188_13A1/2016		Zika virus	Managua	M;8 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY765322	10272	0	10272	Asian	29-Jun-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/7252_12A1_SP/2016		Zika virus	Managua	M;6 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY765321	10272	0	10272	Asian	10-Jul-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/4886_12A1_SP/2016		Zika virus	Managua	F;11 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY765320	10272	0	10272	Asian	29-May-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/6406_13A1_SP/2016		Zika virus	Managua	M;8 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY765318	10272	0	10272	Asian	10-Jul-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/4886_12A1/2016		Zika virus	Managua	F;11 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY765317	10272	0	10272	Asian	29-Jun-2016	Nicaragua	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/NIC/7252_12A1/2016		Zika virus	Managua	M;6 years	NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KU926309	10272	0	10272	Asian	14-Jan-2016	Brazil	Homo sapiens	genomic RNA		27341420	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU926310	10272	0	10272	Asian	29-Jan-2016	Brazil	Homo sapiens	genomic RNA		27341420	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY631494	10272	0	10272	Asian	15-Oct-2015	Mexico	Homo sapiens	genomic RNA	ENCB165P4		Zika virus	Tapachula, Chiapas		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY631493	10272	0	10272	Asian	15-Oct-2015	Mexico	Homo sapiens	genomic RNA			Zika virus	Tapachula, Chiapas		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY693680	10272	0	10272	Asian	19-Oct-2016	Venezuela	Homo sapiens	genomic RNA	FVM00318/VEN/Maracay/2016		Zika virus			VEN	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY693679	10272	0	10272	Asian	11-Jul-2016	Peru	Homo sapiens	genomic RNA	FPI15263/PERU/Loreto/2016		Zika virus			PER	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY693678	10272	0	10272	Asian	28-Jun-2016	Peru	Homo sapiens	genomic RNA	FPI15198/PERU/Loreto/2016		Zika virus			PER	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY693677	10272	0	10272	Asian	26-Aug-2016	Honduras	Homo sapiens	genomic RNA	FHT1175/HON/2016		Zika virus			HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY693676	10272	0	10272	Asian	26-Aug-2016	Honduras	Homo sapiens	genomic RNA	FHT1166/HON/2016		Zika virus			HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX830930	10272	0	10272	Asian	01-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX601166	10272	0	10272	African	17-Nov-1984	Senegal	Aedes africanus	genomic RNA	ZIKV/Aedes africanus/SEN/DakAr41524/1984		Zika virus	Kedougou		SEN	Africa	Sub-Saharan Africa	Africa	Western Africa	Africa	mosquito
KY631492	10272	0	10272	Asian	08-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Manaus, Amazonas State		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX827268	10272	0	10272	Asian	01-Jan-2016	USA	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/USA/UT-1/2016	27681699	Zika virus			USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY606274	10272	0	10272	Asian	07-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY606273	10272	0	10272	Asian	30-Jun-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY606272	10272	0	10272	Asian	05-Aug-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Oaxaca		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY328289	10272	0	10272	Asian	May-2016	Honduras	Homo sapiens	genomic RNA		27748649	Zika virus			HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX421195	10272	0	10272	Asian	19-Jan-2016	Nicaragua	Homo sapiens	genomic RNA		27443522	Zika virus			NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX421194	10272	0	10272	Asian	13-Jan-2016	Nicaragua	Homo sapiens	genomic RNA		27443522	Zika virus			NIC	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX421193	10269	1	10257	African	1947	Uganda		genomic RNA		27443522	Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	
KY120349	10272	0	10272	Asian	03-Mar-2016	Mexico	Homo sapiens	genomic RNA	MEX_CIENI551		Zika virus	Oaxaca, Tehuantepec Isthmus	male, 80-years-old	MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY120348	10272	0	10272	Asian	03-Mar-2016	Mexico	Homo sapiens	genomic RNA	MEX_CIENI551P4		Zika virus	Oaxaca, Tehuantepec Isthmus	male 80-years-old	MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX197192	10272	0	10272	Asian	2015	Brazil	Homo sapiens	genomic RNA		27706161	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY272991	10272	0	10272	Asian	12-Feb-2016	Brazil	Homo sapiens	genomic RNA			Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU761561	10272	0	10272	Asian	Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU761560	10272	0	10272	Asian	Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KY288905	10272	0	10272	African	Nov-1962	Uganda	Aedes africanus	genomic RNA	MP1751		Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	mosquito
KY348860	10272	0	10272	African	17-Nov-1984	Senegal	Aedes africanus	genomic RNA	ZIKV/Aedes africanus/SEN/DAK-AR-41524_A1C1-V5/1984		Zika virus	Kedougou		SEN	Africa	Sub-Saharan Africa	Africa	Western Africa	Africa	mosquito
KY328290	10272	0	10272	Asian	03-Nov-2016	China	Homo sapiens	viral cRNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KY272987	10272	4	10276	Asian	30-Aug-2016	Thailand	Homo sapiens	genomic RNA			Zika virus			THA	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KX051563	10272	0	10272	Asian	05-Feb-2016	USA	Homo sapiens	viral cRNA		27694479	Zika virus			USA	Americas	Northern America	Americas	Northern America	Northern America	human
KX694534	10272	0	10272	Asian	06-Jan-2015	Honduras	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/HND/R103451/2015		Zika virus			HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX694533	10272	0	10272	Asian	14-Jul-1966	Malaysia	Aedes sp.	genomic RNA	ZIKV/Aedes aegypti/MYS/P6-740/1966		Zika virus			MYS	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KX694532	10272	4	10276	Asian	12-Feb-2013	Thailand	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/THA/PLCal_ZV/2013		Zika virus		female	THA	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KX446951	10272	0	10272	Asian	01-Jan-2016	Mexico	Aedes sp.	genomic RNA	ZIKV/Aedes.sp/MEX/MEX_I-7/2016		Zika virus	Chiapas		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	mosquito
KX446950	10272	0	10272	Asian	01-Jan-2016	Mexico	Aedes sp.	genomic RNA	ZIKV/Aedes.sp/MEX/MEX_2-81/2016		Zika virus	Chiapas		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	mosquito
KX198135	10272	0	10272	Asian	2016	Panama	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PAN/BEI-259634_V4/2016		Zika virus			PAN	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX198134	10272	0	10272	African	17-Nov-1984	Senegal	Aedes africanus	genomic RNA	ZIKV/Aedes africanus/SEN/DAK-AR-41524_A1C1-V2/1984		Zika virus	Kedougou		SEN	Africa	Sub-Saharan Africa	Africa	Western Africa	Africa	mosquito
KX156776	10272	0	10272	Asian	18-Dec-2015	Panama	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PAN/CDC-259364_V1-V2/2015		Zika virus			PAN	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX156775	10272	0	10272	Asian	11-Dec-2015	Panama	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015		Zika virus			PAN	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX156774	10272	0	10272	Asian	18-Dec-2015	Panama	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PAN/CDC-259359_V1-V3/2015		Zika virus			PAN	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX087102	10272	0	10272	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR/2015		Zika virus	Barranquilla		COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX087101	10272	0	10272	Asian	Dec-2015	Puerto Rico	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/PRI/PRVABC59/2015		Zika virus			PRI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KU963574	10254	0	10254	African	09-Sep-1968	Nigeria	Homo sapiens	genomic RNA			Zika virus	Ibadan		NGA	Africa	Sub-Saharan Africa	Africa	Western Africa	Africa	human
KU963573	10260	0	10260	African	20-Apr-1947	Uganda	Macaca mulatta	genomic RNA			Zika virus	Entebbe		UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	monkey
KX269878	10272	0	10272	Asian	01-Feb-2016	Italy	Homo sapiens	genomic RNA		27542178	Zika virus	Padova		ITA	Europe	Southern Europe	Europe	Southern Europe	Europe	human
KY003154	10272	0	10272	Asian	Apr-2016	Italy	Homo sapiens	viral cRNA	ZIKV/VR10599/Pavia/2016		Zika virus			ITA	Europe	Southern Europe	Europe	Southern Europe	Europe	human
KY003153	10272	0	10272	Asian	Apr-2016	Italy	Homo sapiens	viral cRNA	ZIKV/34997/Pavia/2016		Zika virus			ITA	Europe	Southern Europe	Europe	Southern Europe	Europe	human
KR872956	10278	-6	10272	Asian	2015	Brazil	Homo sapiens	genomic RNA	17829		Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
LC190723	10272	0	10272	Asian	2016-05-20	Japan	Homo sapiens	genomic RNA	ZIKV/Hu/Yokohama/1/2016		Zika virus	Kanagawa, Yokohama		JPN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU820897	10272	0	10272	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA		27654889	Zika virus	Barranquilla		COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX101067	10209	63	10272	Asian	May-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX101066	10272	0	10272	Asian	May-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX101065	9872	273	10145	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX101064	9999	273	10272	Asian	Apr-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX101063	10103	156	10259	Asian	Dec-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX101062	9999	273	10272	Asian	Jun-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX101061	10209	63	10272	Asian	May-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX101060	10032	240	10272	Asian	May-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU940228	10272	0	10272	Asian	01-Jul-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU940227	10251	21	10272	Asian	15-Jul-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU940224	10224	48	10272	Asian	01-Aug-2015	Brazil	Homo sapiens	genomic RNA		27448188	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU527068	10272	0	10272	Asian	2015	Brazil	Homo sapiens	genomic RNA	Natal RGN	26862926	Zika virus	Rio Grande do Norte, Natal		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX830960	10272	1	10260	African			sentinel rhesus	genomic RNA			Zika virus									monkey
KX856011	10272	0	10272	Asian	01-Jan-2016	Mexico	Aedes sp.	genomic RNA	ZIKV/Aedes sp./MEX_I-44/2016		Zika virus	Chiapas		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	mosquito
KX811222	10272	0	10272	Asian	14-Jun-2016	Brazil		genomic RNA			Zika virus	Fortaleza		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	
KX827309	10272	0	10272	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KX197205	10272	0	10272	Asian	01-Dec-2015	Brazil	Homo sapiens	genomic RNA			Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX813683	10272	0	10272	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus			SGP	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	human
KJ776791	10272	0	10272	Asian	28-Nov-2013	French Polynesia	Homo sapiens	genomic RNA	H/PF/2013	24903869	Zika virus			PYF	Oceania	Polynesia	Oceania	Polynesia	Oceania	human
KX766029	10272	0	10272	Asian	23-Jun-2016	Mexico	Homo sapiens	genomic RNA			Zika virus			MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KX766028	10272	0	10272	Asian	06-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA			Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KX673530	10272	0	10272	Asian	21-Apr-2016	United Kingdom		genomic RNA			Zika virus			GBR	Europe	Northern Europe	Europe	Northern Europe	Europe	
KX520666	10272	0	10272	Asian	Aug-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Salvadore, Bahia	female	BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX266255	10272	0	10272	Asian	14-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KX601169	10260	0	10260	African	20-Apr-1947	Uganda	Macaca mulatta	genomic RNA	ZIKV/Macaca mulatta/UGA/MR-766/1947		Zika virus	Entebbe		UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	monkey
KX601168	10272	0	10272	Asian	01-Dec-2015	Puerto Rico	Homo sapiens	genomic RNA	ZIKV/Homo Sapiens/PRI/PRVABC59/2015		Zika virus			PRI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KX601167	10272	0	10272	Asian	14-Jul-1966	Malaysia	Aedes sp.	genomic RNA	ZIKV/Aedes sp./MYS/P6-740/1966		Zika virus			MYS	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KX548902	10272	0	10272	Asian	07-Oct-2015	Colombia	Homo sapiens	genomic RNA			Zika virus			COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU707826	10272	0	10272	Asian	01-Jul-2015	Brazil	Homo sapiens	genomic RNA		27071531	Zika virus			BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KX369547	10272	0	10272	Asian	25-Oct-2013	French Polynesia	Homo sapiens	genomic RNA	PF13/251013-18		Zika virus			PYF	Oceania	Polynesia	Oceania	Polynesia	Oceania	human
KX377337	10272	0	10272	Asian	Dec-2015	Puerto Rico	Homo sapiens	genomic RNA	PRVABC-59		Zika virus			PRI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KX377336	10272	0	10272	Asian	Jul-1966	Malaysia	Aedes aegypti	genomic RNA	P6-740		Zika virus			MYS	Asia	South-eastern Asia	Asia	South-eastern Asia	South-eastern Asia	mosquito
KX377335	10272	1	10260	African	Apr-1947	Uganda	Macaca mulatta	genomic RNA	MR-766		Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	monkey
KU866423	10272	0	10272	Asian	2016	China	Homo sapiens	genomic RNA		26993654	Zika virus	Shenzhen		CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KU647676	10272	0	10272	Asian	Dec-2015	Martinique	Homo sapiens	genomic RNA	MRS_OPY_Martinique_PaRi_2015	27274849	Zika virus			MTQ	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KU758877	10272	0	10272	Asian	Dec-2015	French Guiana	Homo sapiens	genomic RNA			Zika virus			GUF	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KU955595	10272	0	10272	African	14-Dec-1984	Senegal	Aedes taylori	genomic RNA		27174284	Zika virus			SEN	Africa	Sub-Saharan Africa	Africa	Western Africa	Africa	mosquito
KU955594	10260	0	10260	African	Apr-1947	Uganda	Macaca mulatta	genomic RNA		27174284	Zika virus			UGA	Africa	Sub-Saharan Africa	Africa	Eastern Africa	Africa	monkey
